_id,PrimaryKey,DateAddedtoDataRelease,ProcuringAgencyOrganisation,ProjectName,ProjectShortDescription,ParentProjectID,ProjectStatus,ProcurementMethod,ProjectRegion,ProjectSector,EstimatedProjectValueRange,EstimatedQuarterBusinessCaseStart,EstimatedQuarterBusinessCaseCompletion,EstimatedQuarterProcurementStart,EstimatedQuarterProcurementCompletion,EstimatedQuarterConstructionStart,EstimatedQuarterConstructionCompletion,EstimatedQuarterProjectRangeStart,EstimatedQuarterProjectRangeCompletion,ProjectInfoURL,EstimatedProjectValueNote
86,IP000114,2019-11-07T00:00:00,Ministry of Education,Wainui School New Build,This project is a new build at Wainui School.,"",In Procurement,Construct only,Auckland,Education,< 5 Million,"","","","","","",2020-Q1,2021-Q1,https://www.education.govt.nz/school/property/,""
87,IP000115,2019-11-07T00:00:00,Ministry of Education,Wainuiomata High School Refurbishment,This project is a refurbishment at Wainuiomata High School.,"",In Procurement,Construct only,Wellington,Education,5 - 25 Million,"","","","","","",2020-Q3,2022-Q2,https://www.education.govt.nz/school/property/,""
88,IP000116,2019-11-07T00:00:00,Ministry of Education,Wairarapa College Refurbishment,This project is a refurbishment at Wairarapa College.,"",In Procurement,Construct only,Wellington,Education,5 - 25 Million,"","","","","","",2020-Q1,2021-Q2,https://www.education.govt.nz/school/property/,""
89,IP000117,2019-11-07T00:00:00,Ministry of Education,Wellington East Girls' College Refurbishment,This project is a refurbishment at Wellington East Girls' College.,"",In Procurement,Construct only,Wellington,Education,5 - 25 Million,"","","","","","",2020-Q2,2021-Q3,https://www.education.govt.nz/school/property/,""
90,IP000118,2019-11-07T00:00:00,Ministry of Education,Westland High School Refurbishment,This project is a refurbishment at Westland High School.,"",Under Construction,Construct only,West Coast,Education,< 5 Million,"","","","","","",2019-Q1,2020-Q3,https://www.education.govt.nz/school/property/,""
91,IP000202,2019-11-07T00:00:00,Ministry of Education,Allenton School Expansion,This project is an expansion project due to roll growth demands at Allenton School.,"",In Procurement,Construct only,Canterbury,Education,< 5 Million,"","","","","","",2020-Q3,2021-Q3,https://www.education.govt.nz/school/property/,""
92,IP000203,2019-11-07T00:00:00,Ministry of Education,Bream Bay College Expansion,This project is an expansion project due to roll growth demands at Bream Bay College.,"",In Procurement,Design and construct,Northland,Education,5 - 25 Million,"","","","","","",2020-Q1,2021-Q3,https://www.education.govt.nz/school/property/,""
93,IP000204,2019-11-07T00:00:00,Ministry of Education,Browns Bay School Expansion,This project is an expansion project due to roll growth demands at Browns Bay School.,"",In Procurement,Construct only,Auckland,Education,< 5 Million,"","","","","","",2020-Q4,2021-Q4,https://www.education.govt.nz/school/property/,""
94,IP000205,2019-11-07T00:00:00,Ministry of Education,Crofton Downs Primary School Expansion,This project is an expansion project due to roll growth demands at Crofton Downs Primary School.,"",In Procurement,Construct only,Wellington,Education,< 5 Million,"","","","","","",2020-Q2,2021-Q2,https://www.education.govt.nz/school/property/,""
95,IP000206,2019-11-07T00:00:00,Ministry of Education,Johnsonville School Expansion,This project is an expansion project due to roll growth demands at Johnsonville School.,"",In Procurement,Construct only,Wellington,Education,< 5 Million,"","","","","","",2020-Q3,2021-Q3,https://www.education.govt.nz/school/property/,""
96,IP000207,2019-11-07T00:00:00,Ministry of Education,Karetu School Expansion,This project is an expansion project due to roll growth demands at Karetu School.,"",In Procurement,Construct only,Northland,Education,< 5 Million,"","","","","","",2020-Q2,2021-Q2,https://www.education.govt.nz/school/property/,""
97,IP000208,2019-11-07T00:00:00,Ministry of Education,Karori West Normal School Expansion,This project is an expansion project due to roll growth demands at Karori West Normal School.,"",In Procurement,Construct only,Wellington,Education,5 - 25 Million,"","","","","","",2020-Q1,2021-Q3,https://www.education.govt.nz/school/property/,""
98,IP000209,2019-11-07T00:00:00,Ministry of Education,Motueka High School Expansion,This project is an expansion project due to roll growth demands at Motueka High School.,"",In Procurement,Construct only,Tasman,Education,< 5 Million,"","","","","","",2020-Q2,2021-Q2,https://www.education.govt.nz/school/property/,""
99,IP000210,2019-11-07T00:00:00,Ministry of Education,Northcote Intermediate Expansion,This project is an expansion project due to roll growth demands at Northcote Intermediate.,"",In Procurement,Construct only,Auckland,Education,5 - 25 Million,"","","","","","",2020-Q3,2021-Q4,https://www.education.govt.nz/school/property/,""
100,IP000211,2019-11-07T00:00:00,Ministry of Education,Onehunga Primary School Expansion,This project is an expansion project due to roll growth demands at Onehunga Primary School.,"",In Procurement,Construct only,Auckland,Education,< 5 Million,"","","","","","",2020-Q3,2021-Q3,https://www.education.govt.nz/school/property/,""
101,IP000212,2019-11-07T00:00:00,Ministry of Education,Papamoa College Expansion,This project is an expansion project due to roll growth demands at Papamoa College.,"",In Procurement,Construct only,Bay of Plenty,Education,5 - 25 Million,"","","","","","",2020-Q4,2023-Q1,https://www.education.govt.nz/school/property/,""
102,IP000213,2019-11-07T00:00:00,Ministry of Education,Rototuna Primary School Expansion,This project is an expansion project due to roll growth demands at Rototuna Primary School.,"",In Procurement,Construct only,Waikato,Education,< 5 Million,"","","","","","",2020-Q2,2021-Q2,https://www.education.govt.nz/school/property/,""
103,IP000214,2019-11-07T00:00:00,Ministry of Education,Ruakaka Primary School Expansion,This project is an expansion project due to roll growth demands at Ruakaka Primary School.,"",In Procurement,Design and construct,Northland,Education,< 5 Million,"","","","","","",2020-Q3,2021-Q3,https://www.education.govt.nz/school/property/,""
104,IP000215,2019-11-07T00:00:00,Ministry of Education,Wellington Girls' College Expansion,This project is an expansion project due to roll growth demands at Wellington Girls' College.,"",In Procurement,Construct only,Wellington,Education,5 - 25 Million,"","","","","","",2020-Q2,2021-Q3,https://www.education.govt.nz/school/property/,""
105,IP000216,2019-11-07T00:00:00,Ministry of Education,Whangarei Boys' High School Expansion,This project is an expansion project due to roll growth demands at Whangarei Boys' High School.,"",In Procurement,Construct only,Northland,Education,25 - 50 Million,"","","","","","",2020-Q2,2022-Q2,https://www.education.govt.nz/school/property/,""
106,IP000217,2019-11-07T00:00:00,Ministry of Education,Windy Ridge School Expansion,This project is an expansion project due to roll growth demands at Windy Ridge School.,"",In Procurement,Construct only,Auckland,Education,5 - 25 Million,"","","","","","",2020-Q4,2021-Q4,https://www.education.govt.nz/school/property/,""
107,IP000218,2019-11-07T00:00:00,Ministry of Education,Golden Sands School Build,This project is for a new build at Golden Sands School.,"",In Procurement,Construct only,Bay of Plenty,Education,5 - 25 Million,"","","","","","",2020-Q1,2021-Q1,https://www.education.govt.nz/school/property/,""
108,IP000219,2019-11-07T00:00:00,Ministry of Education,Hingaia Peninsula School Build,This project is for a new build at Hingaia Peninsula School.,"",In Procurement,Construct only,Auckland,Education,5 - 25 Million,"","","","","","",2020-Q3,2021-Q3,https://www.education.govt.nz/school/property/,""
109,IP000220,2019-11-07T00:00:00,Ministry of Education,Hingaia Primary School Build,This project is for a new build at Hingaia Primary School.,"",In Procurement,Construct only,Auckland,Education,5 - 25 Million,"","","","","","",2020-Q4,2022-Q1,https://www.education.govt.nz/school/property/,""
110,IP000221,2019-11-07T00:00:00,Ministry of Education,Manukura School Build,This project is for a new build at Manakura School.,"",In Procurement,Design and construct,Manawatu - Whanganui,Education,5 - 25 Million,"","","","","","",2020-Q2,2021-Q3,https://www.education.govt.nz/school/property/,""
111,IP000222,2019-11-07T00:00:00,Ministry of Education,Sunnydene Special School Build,This project is for a new build at Sunnydene Special School.,"",In Procurement,Construct only,Auckland,Education,5 - 25 Million,"","","","","","",2020-Q3,2021-Q4,https://www.education.govt.nz/school/property/,""
112,IP000223,2019-11-07T00:00:00,Ministry of Education,Te Kura Kaupapa Maori o Te Wananga Whare Tapere o Takitimu School Build,This project is for a new build at Te Kura Kaupapa Maori O Te Wananga Whare Tapere O Takitimu.,"",In Procurement,Design and construct,Hawke's Bay,Education,5 - 25 Million,"","","","","","",2020-Q3,2021-Q4,https://www.education.govt.nz/school/property/,""
113,IP000224,2019-11-07T00:00:00,Ministry of Education,Silverdale School Remediation,This project is for remediation work at Silverdale School.,"",In Procurement,Construct only,Auckland,Education,< 5 Million,"","","","","","",2020-Q3,2021-Q3,https://www.education.govt.nz/school/property/,""
114,IP000225,2019-11-07T00:00:00,Ministry of Education,Amesbury School Expansion,This project is for the expansion of Amesbury School.,"",In Procurement,Construct only,Wellington,Education,5 - 25 Million,"","","","","","",2020-Q4,2021-Q4,https://www.education.govt.nz/school/property/,""
115,IP000226,2019-11-07T00:00:00,Ministry of Education,Kaiapoi Borough School Rebuild,This project is for the rebuild of Kaiapoi Borough School.,"",In Procurement,Construct only,Canterbury,Education,< 5 Million,"","","","","","",2020-Q2,2021-Q1,https://www.education.govt.nz/school/property/,""
116,IP000227,2019-11-07T00:00:00,Ministry of Education,Ashburton Intermediate Redevelopment,This project is for the redevelopment of Ashburton Intermediate.,"",In Procurement,Construct only,Canterbury,Education,5 - 25 Million,"","","","","","",2020-Q3,2021-Q4,https://www.education.govt.nz/school/property/,""
117,IP000228,2019-11-07T00:00:00,Ministry of Education,Ahuroa School Redevelopment,This project is the redevelopment of Ahuroa School.,"",In Procurement,Construct only,Auckland,Education,< 5 Million,"","","","","","",2019-Q4,2020-Q4,https://www.education.govt.nz/school/property/,""
118,IP000229,2019-11-07T00:00:00,Ministry of Education,Arowhenua Maori School Redevelopment,This project is the redevelopment of Arowhenua Maori School.,"",In Procurement,Construct only,Canterbury,Education,5 - 25 Million,"","","","","","",2020-Q2,2022-Q3,https://www.education.govt.nz/school/property/,""
119,IP000230,2019-11-07T00:00:00,Ministry of Education,Auckland Normal Intermediate Redevelopment,This project is the redevelopment of Auckland Normal Intermediate.,"",In Procurement,Construct only,Auckland,Education,5 - 25 Million,"","","","","","",2020-Q3,2021-Q4,https://www.education.govt.nz/school/property/,""
120,IP000231,2019-11-07T00:00:00,Ministry of Education,Botany Downs Secondary School Redevelopment,This project is the redevelopment of Botany Downs Secondary School.,"",In Procurement,Construct only,Auckland,Education,25 - 50 Million,"","","","","","",2020-Q3,2022-Q3,https://www.education.govt.nz/school/property/,""
121,IP000232,2019-11-07T00:00:00,Ministry of Education,Colwill School Massey Redevelopment,This project is the redevelopment of Colwill School Massey.,"",In Procurement,Construct only,Auckland,Education,5 - 25 Million,"","","","","","",2020-Q3,2021-Q3,https://www.education.govt.nz/school/property/,""
122,IP000233,2019-11-07T00:00:00,Ministry of Education,Heretaunga Intermediate School Redevelopment,This project is the redevelopment of Heretaunga Intermediate School.,"",In Procurement,Construct only,Hawke's Bay,Education,< 5 Million,"","","","","","",2020-Q2,2021-Q2,https://www.education.govt.nz/school/property/,""
123,IP000234,2019-11-07T00:00:00,Ministry of Education,Lynmore Primary School Redevelopment,This project is the redevelopment of Lynmore Primary School.,"",In Procurement,Construct only,Waikato,Education,< 5 Million,"","","","","","",2020-Q2,2021-Q2,https://www.education.govt.nz/school/property/,""
124,IP000235,2019-11-07T00:00:00,Ministry of Education,Manaia View School Redevelopment,This project is the redevelopment of Manaia View School.,"",In Procurement,Design and construct,Northland,Education,5 - 25 Million,"","","","","","",2020-Q3,2021-Q4,https://www.education.govt.nz/school/property/,""
125,IP000236,2019-11-07T00:00:00,Ministry of Education,Manurewa High School Redevelopment,This project is the redevelopment of Manurewa High School.,"",In Procurement,Construct only,Auckland,Education,5 - 25 Million,"","","","","","",2020-Q3,2021-Q4,https://www.education.govt.nz/school/property/,""
126,IP000237,2019-11-07T00:00:00,Ministry of Education,Mataurau School Redevelopment,This project is the redevelopment of Mataurau School.,"",In Procurement,Design and construct,Northland,Education,5 - 25 Million,"","","","","","",2020-Q3,2021-Q4,https://www.education.govt.nz/school/property/,""
127,IP000238,2019-11-07T00:00:00,Ministry of Education,Mt Roskill Grammar School Redevelopment,This project is the redevelopment of Mt Roskill Grammar School.,"",In Procurement,Construct only,Auckland,Education,5 - 25 Million,"","","","","","",2020-Q1,2024-Q4,https://www.education.govt.nz/school/property/,""
128,IP000239,2019-11-07T00:00:00,Ministry of Education,Newlands College Redevelopment,This project is the redevelopment of Newlands College.,"",In Procurement,Construct only,Wellington,Education,5 - 25 Million,"","","","","","",2020-Q3,2021-Q4,https://www.education.govt.nz/school/property/,""
129,IP000240,2019-11-07T00:00:00,Ministry of Education,Onepoto School Redevelopment,This project is the redevelopment of Onepoto School.,"",In Procurement,Design and construct,Auckland,Education,5 - 25 Million,"","","","","","",2020-Q1,2021-Q3,https://www.education.govt.nz/school/property/,""
130,IP000241,2019-11-07T00:00:00,Ministry of Education,Otumoetai College Redevelopment,This project is the redevelopment of Otumoetai College.,"",In Procurement,Construct only,Bay of Plenty,Education,25 - 50 Million,"","","","","","",2020-Q1,2022-Q1,https://www.education.govt.nz/school/property/,""
